# 中華語文大辭典
# https://github.com/g0v/moedict-data-csld/blob/master/中華語文大辭典全稿-20160620.csv
# 对应中華語文知識庫（台灣版）数据；
#
# 正體字形	簡化字形	字詞流水序	音序	臺／陸特有詞	臺／陸特有音	臺灣漢拼	大陸漢拼

跟蹤	跟踪	1040130024				ɡēnzōnɡ	
跨		1040140000				kuà	
跨刀		1040140001				kuàdāo	
跨世紀	跨世纪	1040140002				kuàshìjì	
跨考		1040140003				kuàkǎo	
跨年		1040140004				kuànián	
跨年祭	跨年祭	1040140006				kuàniánjì	
跨行		1040140007				kuàhánɡ	
跨行業	跨行业	1040140008				kuàhánɡyè	
跨步		1040140010				kuàbù	
跨足		1040140011				kuàzú	
跨度		1040140012				kuàdù	
跨海		1040140013				kuàhǎi	
跨徑	跨径	1040140014		★		kuàjìnɡ	
跨院		1040140016				kuàyuàn	
跨國	跨国	1040140019				kuàɡuó	
跨國公司	跨国公司	1040140020				kuàɡuó ɡōnɡsī	
跨越		1040140021				kuàyuè	
跨距	跨距	1040140022		▲		kuàjù	
跨網	跨网	1040140023				kuàwǎnɡ	
跨學科	跨学科	1040140024				kuàxuékē	
跨鶴仙鄉	跨鹤仙乡	1040140026				kuàhè-xiānxiānɡ	
跨欄	跨栏	1040140027				kuàlán	
路		1040150000				lù	
路人		1040150001				lùrén	
路上		1040150002				lùshànɡ	lùshɑnɡ
路口		1040150003				lùkǒu	
路子		1040150004				lùzi	
路不拾遺	路不拾遗	1040150005				lùbùshíyí	
路卡		1040150006		★		lùkǎ	lùqiǎ
路由圖	路由图	1040150007				lùyóutú	
路由器	路由器	1040150008				lùyóuqì	
路史		1040150011				lùshǐ	
路考		1040150012				lùkǎo	
路向		1040150013				lùxiànɡ	
路劫		1040150014				lùjié	
路見不平，拔刀相助	路见不平，拔刀相助	1040150016				lùjiàn-bùpínɡ,bádāo-xiānɡzhù	
路局		1040150017				lùjú	
路況	路况	1040150018				lùkuànɡ	
路肩	路肩	1040150019				lùjiān	
路服		1040150020		★		lùfú	
路政		1040150021				lùzhènɡ	
路南石林		1040150022				lùnán shílín	
路軌	路轨	1040150023				lùɡuǐ	
路面		1040150024				lùmiàn	
路段		1040150025				lùduàn	
路風	路风	1040150026		★		lùfēnɡ	
路怒	路怒	1040150027		★		lùnù	
路振		1040150028				lùzhèn	
路徑	路径	1040150029				lùjìnɡ	
路規	路规	1040150030		★		lùɡuī	
路基		1040150031				lùjī	
路途	路途	1040150032				lùtú	
路條	路条	1040150033		★		lùtiáo	
路祭	路祭	1040150034				lùjì	
路堤		1040150035				lùtí	lùdī
路跑		1040150037				lùpǎo	
路程	路程	1040150038				lùchénɡ	
路牌	路牌	1040150039				lùpái	
路費	路费	1040150040				lùfèi	
路絕人稀	路绝人稀	1040150041				lùjué-rénxī	
路隊	路队	1040150042				lùduì	
路溫舒	路温舒	1040150043				lùwēnshū	
路試	路试	1040150044				lùshì	
路遊	路游	1040150045				lùyóu	
路遇	路遇	1040150047				lùyù	
路過	路过	1040150049				lùɡuò	
路演		1040150050		★		lùyǎn	
路塹	路堑	1040150051				lùqiàn	
路遙知馬力	路遥知马力	1040150052				lùyáo zhī mǎlì	
路遙知馬力，日久見人心	路遥知马力，日久见人心	1040150053				lùyáo zhī mǎlì,rìjiǔ jiàn rénxīn	
路網	路网	1040150054				lùwǎnɡ	
路障		1040150055				lùzhànɡ	
路標	路标	1040150056				lùbiāo	
路數	路数	1040150057				lùshù	
路線	路线	1040150058				lùxiàn	
路線圖	路线图	1040150059				lùxiàntú	
路燈	路灯	1040150060				lùdēnɡ	
路樹	路树	1040150061		▲		lùshù	
路檢	路检	1040150064				lùjiǎn	
路難	路难	1040150066		★		lùnàn	
路邊店	路边店	1040150068				lùbiāndiàn	
路邊攤	路边摊	1040150069				lùbiāntān	
路礦	路矿	1040150070		★		lùkuànɡ	
路警	路警	1040150071				lùjǐnɡ	
路霸	路霸	1040150072				lùbà	
跳		1040160000				tiào	
跳大神		1040160001				tiàodàshén	
跳山羊		1040160002				tiàoshānyánɡ	
跳天燈	跳天灯	1040160004				tiàotiāndēnɡ	
跳不出如來佛的掌心	跳不出如来佛的掌心	1040160005				tiàobùchū rúláifó de zhǎnɡxīn	
跳升		1040160006				tiàoshēnɡ	
跳月		1040160007				tiàoyuè	
跳水		1040160008				tiàoshuǐ	
跳加官		1040160010				tiàojiāɡuān	
跳表		1040160012				tiàobiǎo	
跳板	跳板	1040160013				tiàobǎn	
跳到黃河洗不清	跳到黄河洗不清	1040160014				tiàodào huánɡhé xǐ bù qīnɡ	
跳房子	跳房子	1040160015				tiàofánɡzi	
跳春牛		1040160016				tiàochūnniú	
跳高		1040160017				tiàoɡāo	
跳神		1040160018				tiàoshén	
跳班	跳班	1040160019				tiàobān	
跳馬	跳马	1040160020				tiàomǎ	
跳針	跳针	1040160021				tiàozhēn	
跳蚤	跳蚤	1040160022				tiàozǎo	tiàozɑo
跳蚤市場	跳蚤市场	1040160023				tiàozǎo shìchǎnɡ	tiàozɑo shìchǎnɡ
跳級	跳级	1040160024				tiàojí	
跳梁	跳梁	1040160025				tiàoliánɡ	
跳梁小丑	跳梁小丑	1040160026				tiàoliánɡ-xiǎochǒu	
跳票	跳票	1040160027				tiàopiào	
跳崖		1040160028				tiàoyái	tiàoyá
跳動	跳动	1040160029				tiàodònɡ	
跳脫	跳脱	1040160030				tiàotuō	
跳越		1040160031				tiàoyuè	
跳棋		1040160032				tiàoqí	
跳傘	跳伞	1040160033				tiàosǎn	
跳傘塔	跳伞塔	1040160034				tiàosǎntǎ	
跳電	跳电	1040160035		▲		tiàodiàn	
跳閘	跳闸	1040160036		★		tiàozhá	
跳號	跳号	1040160037				tiàohào	
跳腳	跳脚	1040160038				tiàojiǎo	
跳腳舞	跳脚舞	1040160040				tiàojiǎowǔ	
跳臺	跳台	1040160041				tiàotái	
跳遠	跳远	1040160042				tiàoyuǎn	
跳歌		1040160043				tiàoɡē	
跳踉		1040160044				tiàoliánɡ	
跳舞		1040160045				tiàowǔ	
跳舞機	跳舞机	1040160046				tiàowǔjī	
跳槽		1040160047				tiàocáo	
跳樓	跳楼	1040160048				tiàolóu	
跳樓價	跳楼价	1040160049				tiàolóujià	
跳箱		1040160050				tiàoxiānɡ	
跳龍門	跳龙门	1040160051				tiàolónɡmén	
跳機	跳机	1040160052		▲		tiàojī	
跳蕩	跳荡	1040160053				tiàodànɡ	
跳繩	跳绳	1040160054				tiàoshénɡ	
跳欄	跳栏	1040160055				tiàolán	
跳躍	跳跃	1040160056				tiàoyuè	
跺	跺	1040170000				duò	
跺腳	跺脚	1040170002				duòjiǎo	
跪		1040180000				ɡuì	
跪乳		1040180003				ɡuìrǔ	
跪拜		1040180004				ɡuìbài	
跪射	跪射	1040180005				ɡuìshè	
跼	局	1040190000				jú	
跼促	局促	1040190001				júcù	
跼蹐	局蹐	1040190002				jújí	
踫		1040200000	1			pán	
踫		1040200000	2			pènɡ	
踐	践	1040210000				jiàn	
踐行	践行	1040210001				jiànxínɡ	
踐阼	践阼	1040210003				jiànzuò	
踐約	践约	1040210004				jiànyuē	
踐祚	践祚	1040210005				jiànzuò	
踐踏	践踏	1040210006				jiàntà	
踐諾	践诺	1040210008				jiànnuò	
踝		1040220000				huái	
踝骨	踝骨	1040220002				huáiɡǔ	
踢		1040230000				tī	
踢皮球		1040230001				tīpíqiú	
踢到鐵板	踢到铁板	1040230002				tīdàotiěbǎn	
踢破門檻	踢破门槛	1040230003				tīpò-ménkǎn	
踢球		1040230004				tīqiú	
踢毽子		1040230005				tījiànzi	
踢腿	踢腿	1040230006				tītuǐ	
踢踏舞		1040230007				tītàwǔ	
踢館	踢馆	1040230008				tīɡuǎn	
踢爆	踢爆	1040230009				tībào	
踢騰	踢腾	1040230010				tīténɡ	tītenɡ
踏		1040240000	1			tà	
踏		1040240000	2			tà	tā
踏平		1040240002				tàpínɡ	
踏車	踏车	1040240003				tàchē	
踏步		1040240004				tàbù	
踏足		1040240005		★		tàzú	
踏空	踏空	1040240006				tàkōnɡ	
踏青	踏青	1040240007				tàqīnɡ	
踏板	踏板	1040240008				tàbǎn	
踏板車	踏板车	1040240009				tàbǎnchē	
踏板摩托車	踏板摩托车	1040240010		★		tàbǎn mótuōchē	
踏春		1040240011				tàchūn	
踏破鐵鞋	踏破铁鞋	1040240012				tàpò-tiěxié	
踏破鐵鞋無覓處，得來全不費工夫	踏破铁鞋无觅处，得來全不費工夫	1040240013				tàpò tiěxié wú mì chù,délái quán bú fèi ɡōnɡfū	tàpò tiěxié wú mì chù,délái quán bù fèi ɡōnɡfu
踏雪	踏雪	1040240014				tàxuě	
踏球		1040240015				tàqiú	
踏勘	踏勘	1040240016				tàkān	
踏腳石	踏脚石	1040240018				tàjiǎoshí	
踏實	踏实	1040240020				tàshí	tāshi
踏歌		1040240021				tàɡē	
踏歌圖	踏歌图	1040240022				tàɡētú	
踏凳		1040240023				tàdènɡ	
踏謠娘	踏谣娘	1040240024				tàyáoniánɡ	
踩		1040250000				cǎi	
踩水		1040250001				cǎishuǐ	
踩地雷	踩地雷	1040250002				cǎidìléi	
踩尾巴		1040250003				cǎiwěibɑ	
踩高蹺	踩高跷	1040250005				cǎiɡāoqiāo	
踩道	踩道	1040250006		★		cǎidào	
踩雷	踩雷	1040250007				cǎiléi	
踩鼓舞		1040250008				cǎiɡǔwǔ	
踩腳後跟	踩脚后跟	1040250009				cǎijiǎohòuɡēn	
踩窩子	踩窝子	1040250011		★		cǎiwōzi	
踩踏		1040250012				cǎità	
踩線團	踩线团	1040250013				cǎixiàntuán	
踩點	踩点	1040250014				cǎidiǎn	
踟		1040260000				chí	
踟躇	踟蹰	1040260001				chíchú	
踟躅	踟躅	1040260002				chízhú	
踟躕	踟蹰	1040260003				chíchú	
踟躕不前	踟蹰不前	1040260004				chíchú-bùqián	
蹄		1040270000				tí	
蹄子		1040270001				tízi	
蹄花	蹄花	1040270003				tíhuā	
蹄膀	蹄膀	1040270005				tíbǎnɡ	
踱		1040280000				duò	duó
踱方步		1040280001				duòfānɡbù	duófānɡbù
踱步		1040280002				duòbù	duóbù
踱來踱去	踱来踱去	1040280003				duòlái-duòqù	duólái–duóqù
踴	踊	1040290000				yǒnɡ	
踴躍	踊跃	1040290001				yǒnɡyuè	
蹂	蹂	1040300000				róu	
蹂躪	蹂躏	1040300001				róulìn	
踹		1040310000				chuài	
踹共		1040310001		▲		chuàiɡònɡ	
踵		1040320000				zhǒnɡ	
踵決肘見	踵决肘见	1040320001				zhǒnɡjué-zhǒujiàn	
踵武		1040320003				zhǒnɡwǔ	
踵事增華	踵事增华	1040320004				zhǒnɡshì-zēnɡhuá	
踵門	踵门	1040320005				zhǒnɡmén	
踵謝	踵谢	1040320007				zhǒnɡxiè	
踵繼	踵继	1040320008				zhǒnɡjì	
蹉	蹉	1040330000				cuō	
蹉跎	蹉跎	1040330001				cuōtuó	
蹉跎歲月	蹉跎岁月	1040330002				cuōtuó-suìyuè	
蹉跌		1040330003				cuōdié	cuōdiē
蹋	蹋	1040340000				tà	
蹋球	蹋球	1040340001				tàqiú	
蹋鞠	蹋鞠	1040340002				tàjú	tàjū
蹈		1040350000				dào	dǎo
蹈海		1040350002				dàohǎi	dǎohǎi
蹈矩循規	蹈矩循规	1040350003				dàojǔ-xúnɡuī	dǎojǔ-xúnɡuī
蹈規循矩	蹈规循矩	1040350004				dàoɡuī-xúnjǔ	dǎoɡuī-xúnjǔ
蹈常襲故	蹈常袭故	1040350005				dàochánɡ-xíɡù	dǎochánɡ-xíɡù
蹈厲	蹈厉	1040350006				dàolì	dǎolì
蹈襲	蹈袭	1040350007				dàoxí	dǎoxí
蹊	蹊	1040360000	1			xī	
蹊	蹊	1040360000	2			xī	qī
蹊徑	蹊径	1040360001				xījìnɡ	
蹊蹺	蹊跷	1040360002				xīqiāo	qīqiāo
蹙	蹙	1040370000				cù	
蹙眉	蹙眉	1040370001				cùméi	
蹙額	蹙额	1040370002				cù’é	
蹣	蹒	1040380000				mán	pán
蹣跚	蹒跚	1040380001				mánshān	pánshān
蹦		1040390000				bènɡ	
蹦床		1040390001		★		bènɡchuánɡ	
蹦迪	蹦迪	1040390004		★		bènɡdí	
蹦高		1040390005				bènɡɡāo	
蹦極	蹦极	1040390006		★		bènɡjí	
蹦跳		1040390007				bènɡtiào	
蹦躂	蹦跶	1040390010				bènɡtà	bènɡdɑ
蹤	踪	1040400000				zōnɡ	
蹤跡	踪迹	1040400001				zōnɡjī	zōnɡjì
蹤影	踪影	1040400002				zōnɡyǐnɡ	
蹼	蹼	1040410000				pú	pǔ
蹲		1040420000	1			dūn	
蹲		1040420000	2			cún	
蹲牛棚		1040420001				dūnniúpénɡ	
蹲守		1040420002		★		dūnshǒu	
蹲伏		1040420003				dūnfú	
蹲坑		1040420004		★		dūnkēnɡ	
蹲苗	蹲苗	1040420006				dūnmiáo	
蹲班	蹲班	1040420007		★		dūnbān	
蹲班房	蹲班房	1040420008				dūnbānfánɡ	
蹲俯		1040420009				dūnfǔ	
蹲膘	蹲膘	1040420010				dūnbiāo	
蹲點	蹲点	1040420011		★		dūndiǎn	
躇	躇	1040430000				chú	
蹶		1040440000	1			jué	
蹶		1040440000	2			jué	juě
蹶子		1040440001				juézi	juězi
蹬		1040450000	1			dènɡ	dēnɡ
蹬		1040450000	2			dènɡ	
蹬腿	蹬腿	1040450003				dènɡtuǐ	dēnɡtuǐ
蹺	跷	1040460000				qiāo	
蹺家	跷家	1040460001		▲		qiāojiā	
蹺班	跷班	1040460002		▲		qiāobān	
蹺課	跷课	1040460004		▲		qiāokè	
蹺蹊	跷蹊	1040460005				qiāoxī	qiāoqī
蹺蹺板	跷跷板	1040460006				qiāoqiāobǎn	
蹺辮子	跷辫子	1040460007		▲		qiāobiànzi	
躉	趸	1040470000				dǔn	
躉售物價指數	趸售物价指数	1040470002				dǔnshòu wùjià zhǐshù	
躉船	趸船	1040470003				dǔnchuán	
躁	躁	1040480000				zào	
躁急	躁急	1040480001				zàojí	
躁動	躁动	1040480002				zàodònɡ	
躁進	躁进	1040480003				zàojìn	
躁鬱症	躁郁症	1040480005				zàoyùzhènɡ	
躅		1040490000	1			zhú	
躅		1040490000	2			zhú	zhuó
躂	跶	1040500000	1			tà	
躂	跶	1040500000	2			dā	dɑ
躊	踌	1040510000				chóu	
躊躇	踌躇	1040510001				chóuchú	
躊躇不前	踌躇不前	1040510002				chóuchú-bùqián	
躊躇滿志	踌躇满志	1040510003				chóuchú-mǎnzhì	
躊躕	踌躇	1040510004				chóuchú	
躍	跃	1040520000				yuè	
躍升	跃升	1040520001				yuèshēnɡ	
躍居	跃居	1040520002				yuèjū	
躍起	跃起	1040520003				yuèqǐ	
躍馬	跃马	1040520004				yuèmǎ	
躍動	跃动	1040520005				yuèdònɡ	
躍進	跃进	1040520006				yuèjìn	
躍然	跃然	1040520007				yuèrán	
躍然紙上	跃然纸上	1040520008				yuèrán-zhǐshànɡ	
躍增	跃增	1040520009				yuèzēnɡ	
躍遷	跃迁	1040520010				yuèqiān	
躍層	跃层	1040520011		★		yuècénɡ	
躍鯉記	跃鲤记	1040520012				yuèlǐjì	
躍躍欲試	跃跃欲试	1040520014				yuèyuè-yùshì	
躑	踯	1040530000				zhí	
躑躅	踯躅	1040530001				zhízhú	
躡	蹑	1040540000				niè	
躡手躡腳	蹑手蹑脚	1040540001				nièshǒu-nièjiǎo	
躡足	蹑足	1040540002				nièzú	
躡足潛蹤	蹑足潜踪	1040540003				nièzú-qiánzōnɡ	
躪	躏	1040550000				lìn	
身	身	1040560000	1			shēn	
身	身	1040560000	2			juān	
身亡	身亡	1040560001				shēnwánɡ	
身子	身子	1040560003				shēnzi	
身心	身心	1040560005				shēnxīn	
身心交瘁	身心交瘁	1040560006				shēnxīn-jiāocuì	
身心俱疲	身心俱疲	1040560007				shēnxīn-jùpí	
身心障礙	身心障碍	1040560008				shēnxīn zhànɡ’ài	
身不由己	身不由己	1040560011				shēnbùyóujǐ	
身分	身分	1040560013				shēnfèn	
身分證	身分证	1040560015		▲		shēnfènzhènɡ	
身分權	身份权	1040560017				shēnfènquán	
身手	身手	1040560018				shēnshǒu	
身手不凡	身手不凡	1040560019				shēnshǒu-bùfán	
身手矯健	身手矫健	1040560020				shēnshǒu-jiǎojiàn	
身世	身世	1040560022				shēnshì	
身外之物	身外之物	1040560023				shēnwàizhīwù	
身孕	身孕	1040560024				shēnyùn	
身在曹營心在漢	身在曹营心在汉	1040560025				shēn zài cáoyínɡ xīn zài hàn	
身在福中不知福	身在福中不知福	1040560026				shēn zài fú zhōnɡ bùzhī fú	
身在寶山不識寶	身在宝山不识宝	1040560027				shēn zài bǎoshān búshì bǎo	shēn zài bǎoshān bùshí bǎo
身先士卒	身先士卒	1040560028				shēnxiānshìzú	
身份	身份	1040560029				shēnfèn	
身份證	身份证	1040560030		★		shēnfènzhènɡ	
身材	身材	1040560032				shēncái	
身板兒	身板儿	1040560034				shēnbǎr	shēnbǎnr
身長	身长	1040560035				shēnchánɡ	
身受	身受	1040560036				shēnshòu	
身居	身居	1040560038				shēnjū	
身首異處	身首异处	1040560039				shēnshǒu-yìchù	
身毒	身毒	1040560040				juāndú	
身型	身型	1040560041				shēnxínɡ	
身姿	身姿	1040560042				shēnzī	
身故	身故	1040560043				shēnɡù	
身段	身段	1040560045				shēnduàn	
身後	身后	1040560046				shēnhòu	
身架	身架	1040560048		★		shēnjià	
身家	身家	1040560049				shēnjiā	
身家性命	身家性命	1040560050				shēnjiā-xìnɡmìnɡ	
身高	身高	1040560052				shēnɡāo	
身教	身教	1040560054				shēnjiào	
身敗名裂	身败名裂	1040560055				shēnbài-mínɡliè	
身強力壯	身强力壮	1040560056				shēnqiánɡ-lìzhuànɡ	
身量	身量	1040560057				shēnliɑnɡ	
身無分文	身无分文	1040560058				shēnwúfēnwén	
身無長物	身无长物	1040560059				shēnwúzhànɡwù	shēnwúchánɡwù
身經百戰	身经百战	1040560060				shēnjīnɡbǎizhàn	
身遠心近	身远心近	1040560061				shēnyuǎn-xīnjìn	
身輕言微	身轻言微	1040560063				shēnqīnɡ-yánwéi	shēnqīnɡ-yánwēi
身障	身障	1040560064				shēnzhànɡ	
身影	身影	1040560065				shēnyǐnɡ	
身價	身价	1040560066				shēnjià	
身價百倍	身价百倍	1040560067				shēnjià-bǎibèi	
身歷	身历	1040560069				shēnlì	
身歷聲	身历声	1040560070		▲		shēnlìshēnɡ	
身臨其境	身临其境	1040560071				shēnlínqíjìnɡ	
身軀	身躯	1040560072				shēnqū	
身懷六甲	身怀六甲	1040560073				shēnhuáiliùjiǎ	
身懷絕技	身怀绝技	1040560074				shēnhuáijuéjì	
身邊	身边	1040560075				shēnbiān	
身顯名揚	身显名扬	1040560077				shēnxiǎn-mínɡyánɡ	
身體	身体	1040560078				shēntǐ	
身體力行	身体力行	1040560079				shēntǐ-lìxínɡ	
躬	躬	1040570000				ɡōnɡ	
躬行	躬行	1040570001				ɡōnɡxínɡ	
躬身	躬身	1040570002				ɡōnɡshēn	
躬耕	躬耕	1040570003				ɡōnɡɡēnɡ	
躬逢	躬逢	1040570004				ɡōnɡfénɡ	
躬逢其盛	躬逢其盛	1040570005				ɡōnɡfénɡqíshènɡ	
躬親	躬亲	1040570006				ɡōnɡqīn	
躲	躲	1040580000				duǒ	
躲雨	躲雨	1040580001				duǒyǔ	
躲迷藏	躲迷藏	1040580002				duǒmícánɡ	
躲閃	躲闪	1040580003				duǒshǎn	
躲債	躲债	1040580005				duǒzhài	
躲躲閃閃	躲躲闪闪	1040580006				duǒduǒ-shǎnshǎn	
躲貓貓	躲猫猫	1040580008				duǒmāomāo	
躲避	躲避	1040580009				duǒbì	
躲避球	躲避球	1040580010				duǒbìqiú	
躲藏	躲藏	1040580011				duǒcánɡ	
躲懶	躲懒	1040580012				duǒlǎn	
躲讓	躲让	1040580013				duǒrànɡ	
躺	躺	1040590000				tǎnɡ	
躺椅	躺椅	1040590003				tǎnɡyǐ	
躺著也中槍	躺着也中枪	1040590004				tǎnɡzhe yě zhònɡqiānɡ	
躺槍	躺枪	1040590005		★		tǎnɡqiānɡ	
軀	躯	1040600000				qū	
軀殼	躯壳	1040600001				qūké	qūqiào
軀幹	躯干	1040600002				qūɡàn	
軀體	躯体	1040600003				qūtǐ	
車	车	1040610000	1			chē	
車	车	1040610000	2			jū	
車工	车工	1040610001				chēɡōnɡ	
車子	车子	1040610003				chēzi	
車斗	车斗	1040610004				chēdǒu	
車夫	车夫	1040610005				chēfū	
車手	车手	1040610007				chēshǒu	
車水	车水	1040610008				chēshuǐ	
車水馬龍	车水马龙	1040610009				chēshuǐ-mǎlónɡ	
車主	车主	1040610010				chēzhǔ	
車市	车市	1040610011				chēshì	
車本	车本	1040610012		★		chēběn	
車充	车充	1040610013				chēchōnɡ	
車皮	车皮	1040610014		★		chēpí	
車奴	车奴	1040610015				chēnú	
車次	车次	1040610017				chēcì	
車同軌，書同文	车同轨，书同文	1040610018				chētónɡɡuǐ,shūtónɡwén	
車任遠	车任远	1040610019				chērènyuǎn	
車份兒	车份儿	1040610020				chēfèr	chēfènr
車行	车行	1040610021				chēhánɡ	
車床	车床	1040610024				chēchuánɡ	
車技	车技	1040610025				chējì	
車把	车把	1040610026				chēbǎ	
車把式	车把式	1040610027				chēbǎshi	
車位	车位	1040610029				chēwèi	
車身	车身	1040610030				chēshēn	
車改	车改	1040610032		★		chēɡǎi	
車況	车况	1040610033				chēkuànɡ	
車到山前必有路	车到山前必有路	1040610034				chē dào shānqián bì yǒu lù	
車長	车长	1040610035	1			chēchánɡ	
車長	车长	1040610035	2			chēzhǎnɡ	
車門	车门	1040610036				chēmén	
車居	车居	1040610038				chējū	
車流	车流	1040610039				chēliú	
車流量	车流量	1040610040				chēliúliànɡ	
車前	车前	1040610041				chēqián	
車前子	车前子	1040610042				chēqiánzǐ	
車前草	车前草	1040610043				chēqiáncǎo	
車型	车型	1040610044				chēxínɡ	
車胎	车胎	1040610047				chētāi	
車架	车架	1040610048				chējià	
車容	车容	1040610049		★		chērónɡ	
車站	车站	1040610050				chēzhàn	
車庫	车库	1040610051				chēkù	
車班	车班	1040610052				chēbān	
車匪路霸	车匪路霸	1040610054		★		chēfěi lùbà	
車馬店	车马店	1040610056		★		chēmǎdiàn	
車馬費	车马费	1040610057				chēmǎfèi	
車陣	车阵	1040610058				chēzhèn	
車帶	车带	1040610059		★		chēdài	
車速	车速	1040610060				chēsù	
車票	车票	1040610061				chēpiào	
車圈	车圈	1040610062				chēquān	
車條	车条	1040610063				chētiáo	
車組	车组	1040610064				chēzǔ	
車廂	车厢	1040610065				chēxiānɡ	
車廂廣告	车厢广告	1040610066				chēxiānɡ ɡuǎnɡɡào	
車場	车场	1040610068				chēchǎnɡ	
車棚	车棚	1040610069				chēpénɡ	
車軲轆	车轱辘	1040610070				chēɡūlu	
車軲轆話	车轱辘话	1040610071		★		chēɡūluhuà	
車軸	车轴	1040610072				chēzhóu	
車裂	车裂	1040610073				chēliè	
車掌	车掌	1040610074		▲		chēzhǎnɡ	
車間	车间	1040610075		★		chējiān	
車程	车程	1040610077				chēchénɡ	
車貸	车贷	1040610078				chēdài	
車牌	车牌	1040610079				chēpái	
車費	车费	1040610080				chēfèi	
車隊	车队	1040610081				chēduì	
車補	车补	1040610082		★		chēbǔ	
車道	车道	1040610083				chēdào	
車載斗量	车载斗量	1040610085				chēzài-dǒuliánɡ	
車鼓弄	车鼓弄	1040610086				chēɡǔnònɡ	
車鼓陣	车鼓阵	1040610087				chēɡǔzhèn	
車萬育	车万育	1040610088				chēwànyù	
車鈴	车铃	1040610090				chēlínɡ	
車禍	车祸	1040610091				chēhuò	
車管所	车管所	1040610096		★		chēɡuǎnsuǒ	
車種	车种	1040610097				chēzhǒnɡ	
車廠	车厂	1040610098				chēchǎnɡ	
車模	车模	1040610100				chēmó	
車模展	车模展	1040610101		★		chēmózhǎn	
車輛	车辆	1040610102				chēliànɡ	
車輛管理所	车辆管理所	1040610103		★		chēliànɡ ɡuǎnlǐsuǒ	
車輪	车轮	1040610104				chēlún	
車輪菜	车轮菜	1040610105				chēlúncài	
車輪戰	车轮战	1040610106				chēlúnzhàn	
車箱	车厢	1040610107				chēxiānɡ	
車駕	车驾	1040610108				chējià	
車燈	车灯	1040610110				chēdēnɡ	
車頭	车头	1040610111				chētóu	
車錢	车钱	1040610112				chēqián	
車險	车险	1040610113				chēxiǎn	
車幫	车帮	1040610114		★		chēbānɡ	
車檢	车检	1040610115				chējiǎn	
車轅	车辕	1040610116				chēyuán	
車購稅	车购税	1040610117		★		chēɡòushuì	
車篷	车篷	1040610118				chēpénɡ	
車轍	车辙	1040610120				chēchè	chēzhé
車騎	车骑	1040610121				chējì	chēqí
車體	车体	1040610122				chētǐ	
車體廣告	车体广告	1040610123				chētǐ ɡuǎnɡɡào	
軋	轧	1040620000	1			yà	
軋	轧	1040620000	2			yà	zhá
軋	轧	1040620000	3			ɡá	
軋車	轧车	1040620002		▲		ɡáchē	
軋空	轧空	1040620003				ɡákōnɡ	
軋軋	轧轧	1040620004				yàyà	
軋花	轧花	1040620005				yàhuā	
軋花機	轧花机	1040620006				yàhuājī	
軋票	轧票	1040620008		▲		ɡápiào	
軋帳	轧账	1040620009				ɡázhànɡ	
軋場	轧场	1040620010				yàchǎnɡ	yàchánɡ
軋棉機	轧棉机	1040620011				yàmiánjī	
軋製	轧制	1040620013				yàzhì	zházhì
軋輥	轧辊	1040620014				yàɡǔn	zháɡǔn
軋機	轧机	1040620015				yàjī	zhájī
軋頭寸	轧头寸	1040620016				ɡá tóucùn	
軋鋼	轧钢	1040620017				yàɡānɡ	zháɡānɡ
軋戲	轧戏	1040620018				ɡáxì	
軍	军	1040630000				jūn	
軍人	军人	1040630001				jūnrén	
軍人節	军人节	1040630002		▲		jūnrénjié	
軍刀	军刀	1040630003				jūndāo	
軍力	军力	1040630004				jūnlì	
軍士	军士	1040630005				jūnshì	
軍士長	军士长	1040630006		★		jūnshìzhǎnɡ	
軍工	军工	1040630007				jūnɡōnɡ	
軍工廠	军工厂	1040630008				jūnɡōnɡchǎnɡ	
軍大衣	军大衣	1040630009				jūndàyī	
軍方	军方	1040630010				jūnfānɡ	
軍火	军火	1040630011				jūnhuǒ	
軍火庫	军火库	1040630012				jūnhuǒkù	
軍火商	军火商	1040630013				jūnhuǒshānɡ	
軍心	军心	1040630014				jūnxīn	
軍不血刃	军不血刃	1040630015				jūnbùxiěrèn	jūnbùxuèrèn
軍屯	军屯	1040630016				jūntún	
軍公教	军公教	1040630018		▲		jūn-ɡōnɡ-jiào	
軍分區	军分区	1040630019		★		jūnfēnqū	
軍功	军功	1040630020				jūnɡōnɡ	
軍功章	军功章	1040630021				jūnɡōnɡzhānɡ	
軍史	军史	1040630022				jūnshǐ	
軍令	军令	1040630023				jūnlìnɡ	
軍令如山	军令如山	1040630024				jūnlìnɡ-rúshān	
軍令狀	军令状	1040630025				jūnlìnɡzhuànɡ	
軍代表	军代表	1040630026				jūndàibiǎo	
軍用	军用	1040630027				jūnyònɡ	
軍用機場	军用机场	1040630029				jūnyònɡ jīchǎnɡ	
軍民	军民	1040630030				jūnmín	
軍民共建	军民共建	1040630031		★		jūnmín ɡònɡjiàn	
軍衣	军衣	1040630032				jūnyī	
軍地	军地	1040630033				jūndì	
軍列	军列	1040630034				jūnliè	
軍車	军车	1040630035				jūnchē	
軍兵種	军兵种	1040630036				jūn-bīnɡzhǒnɡ	
軍法	军法	1040630037				jūnfǎ	
軍官	军官	1040630039				jūnɡuān	
軍事	军事	1040630040				jūnshì	
軍事化	军事化	1040630041				jūnshìhuà	
軍事行動	军事行动	1040630042				jūnshì xínɡdònɡ	
